StromnetzTyp,Spannung,LeitungTyp,Laenge,Datum
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-09
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-10
Allgemeinstrom,Andere,Kabelleitung,22151.002313638426,2023-09-10
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-10
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-10
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-10
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-10
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-10
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-10
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-10
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-10
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-10
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-10
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-10
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-10
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-10
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-10
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-10
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-10
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-10
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-10
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-10
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-11
Allgemeinstrom,Andere,Kabelleitung,22151.002313638426,2023-09-11
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-11
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-11
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-11
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-11
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-11
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-11
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-11
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-11
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-11
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-11
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-11
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-11
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-11
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-11
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-11
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-11
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-11
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-11
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-11
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-12
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-12
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-12
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-12
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-12
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-12
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-12
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-12
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-12
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-12
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-12
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-12
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-12
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-12
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-12
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-12
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-12
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-12
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-12
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-12
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-12
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-13
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-13
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-13
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-13
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-13
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-13
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-13
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-13
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-13
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-13
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-13
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-13
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-13
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-13
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-13
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-13
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-13
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-13
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-13
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-13
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-13
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-14
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-14
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-14
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-14
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-14
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-14
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-14
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-14
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-14
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-14
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-14
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-14
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-14
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-14
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-14
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-14
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-14
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-14
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-14
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-14
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-14
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-15
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-15
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-15
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-15
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-15
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-15
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-15
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-15
Allgemeinstrom,S150kV,Freileitung,121248.67538361582,2023-09-15
Allgemeinstrom,S150kV,Kabelleitung,397026.95515613194,2023-09-15
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-15
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-15
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-15
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-15
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-15
Allgemeinstrom,S50kV,Freileitung,536914.0717616933,2023-09-15
Allgemeinstrom,S50kV,Kabelleitung,815957.9056520058,2023-09-15
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-15
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-15
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-15
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-15
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-16
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-16
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-16
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-16
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-16
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-16
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-16
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-16
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-16
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-16
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-16
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-16
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-16
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-16
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-16
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-16
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-16
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-16
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-16
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-16
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-16
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-17
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-17
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-17
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-17
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-17
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-17
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-17
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-17
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-17
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-17
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-17
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-17
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-17
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-17
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-17
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-17
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-17
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-17
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-17
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-17
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-17
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-18
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-18
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-18
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-18
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-18
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-18
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-18
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-18
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-18
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-18
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-18
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-18
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-18
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-18
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-18
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-18
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-18
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-18
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-18
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2023-09-18
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-18
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-19
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-19
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-19
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-19
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-19
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-19
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-19
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-19
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-19
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-19
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-19
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-19
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-19
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-19
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-19
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-19
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-19
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-19
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-19
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-19
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-19
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-20
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-20
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-20
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-20
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-20
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-20
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-20
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-20
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-20
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-20
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-20
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-20
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-20
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-20
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-20
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-20
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-20
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-20
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-20
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-20
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-20
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-21
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-21
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-21
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-21
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-21
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-21
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-21
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-21
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-21
Allgemeinstrom,S150kV,Kabelleitung,412397.26925187965,2023-09-21
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-21
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-21
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-21
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-21
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-21
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-21
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-21
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-21
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-21
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-21
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-21
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-22
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-22
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-22
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-22
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-22
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-22
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-22
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-22
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-22
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-22
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-22
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-22
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-22
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-22
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-22
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-22
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-22
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-22
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-22
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-22
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-22
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-23
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-23
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-23
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-23
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-23
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-23
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-23
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-23
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-23
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-23
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-23
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-23
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-23
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-23
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-23
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-23
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-23
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-23
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-23
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2023-09-23
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-23
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-24
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-24
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-24
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-24
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-24
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-24
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-24
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-24
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-24
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-24
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-24
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-24
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-24
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-24
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-24
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-24
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-24
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-24
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-24
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2023-09-24
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-24
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-25
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-25
Allgemeinstrom,S110kV,Freileitung,1404389.6859867685,2023-09-25
Allgemeinstrom,S110kV,Kabelleitung,494576.698714254,2023-09-25
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-25
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-25
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-25
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-25
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-25
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-25
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-25
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-25
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-25
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-25
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-25
Allgemeinstrom,S50kV,Freileitung,547220.8219873424,2023-09-25
Allgemeinstrom,S50kV,Kabelleitung,822686.4751387752,2023-09-25
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-25
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-25
Allgemeinstrom,S65kV,Freileitung,294008.19894145225,2023-09-25
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-25
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-26
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-26
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2023-09-26
Allgemeinstrom,S110kV,Kabelleitung,497059.0474758199,2023-09-26
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-26
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-26
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-26
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-26
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-26
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-26
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-26
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-26
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-26
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-26
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-26
Allgemeinstrom,S50kV,Freileitung,518459.67480264365,2023-09-26
Allgemeinstrom,S50kV,Kabelleitung,822541.845998373,2023-09-26
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-26
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-26
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-26
Allgemeinstrom,S65kV,Kabelleitung,70361.58199420595,2023-09-26
Allgemeinstrom,Andere,Freileitung,3785600.2799013187,2023-09-27
Allgemeinstrom,Andere,Kabelleitung,28632.84189945563,2023-09-27
Allgemeinstrom,S110kV,Freileitung,1420615.4214685545,2023-09-27
Allgemeinstrom,S110kV,Kabelleitung,497059.0474758199,2023-09-27
Allgemeinstrom,S125kV,Freileitung,247314.6435981561,2023-09-27
Allgemeinstrom,S125kV,Kabelleitung,84622.43476405548,2023-09-27
Allgemeinstrom,S132kV,Freileitung,162461.9334631779,2023-09-27
Allgemeinstrom,S132kV,Kabelleitung,211047.2958354449,2023-09-27
Allgemeinstrom,S150kV,Freileitung,122162.67707100553,2023-09-27
Allgemeinstrom,S150kV,Kabelleitung,412397.2692518797,2023-09-27
Allgemeinstrom,S220kV,Freileitung,4832283.576325856,2023-09-27
Allgemeinstrom,S220kV,Kabelleitung,25013.2090029019,2023-09-27
Allgemeinstrom,S36kV,Kabelleitung,1000.0,2023-09-27
Allgemeinstrom,S380kV,Freileitung,1893142.5313943792,2023-09-27
Allgemeinstrom,S380kV,Kabelleitung,22044.578658731843,2023-09-27
Allgemeinstrom,S50kV,Freileitung,518459.67480264365,2023-09-27
Allgemeinstrom,S50kV,Kabelleitung,822541.845998373,2023-09-27
Allgemeinstrom,S60kV,Freileitung,640212.9508087941,2023-09-27
Allgemeinstrom,S60kV,Kabelleitung,410339.8990228775,2023-09-27
Allgemeinstrom,S65kV,Freileitung,294008.1989414523,2023-09-27
